"","Common.name","area_square_miles","Estimate","Lower","Upper","Scientific.name","Order","Family","X95..Lower.CI","Abundance.estimate","X95..Upper.CI","Range.adjusted","Training.species"
"4698","Pheasant Coucal",1029158.378,NA,NA,NA,"Centropus phasianinus","Cuculiformes","Cuculidae (Cuckoos)",26805,2206849,217303925,TRUE,FALSE
"4699","Pheasant Cuckoo",3706601.97,NA,NA,NA,"Dromococcyx phasianellus","Cuculiformes","Cuculidae (Cuckoos)",7248,603591,56535198,TRUE,FALSE
"4700","Pheasant Pigeon",100435.7882,NA,NA,NA,"Otidiphaps nobilis","Columbiformes","Columbidae (Pigeons and Doves)",90,8378,710226,TRUE,FALSE
"4701","Pheasant-tailed Jacana",1566007.743,NA,NA,NA,"Hydrophasianus chirurgus","Charadriiformes","Jacanidae (Jacanas)",86796,8031654,693499078,TRUE,FALSE
"4702","Philippine Bulbul",89587.97282,NA,NA,NA,"Hypsipetes philippinus","Passeriformes","Pycnonotidae (Bulbuls)",14898,1315837,125584305,TRUE,FALSE
"4703","Philippine Bush Warbler",5542.940429,"","","","Horornis seebohmi","Passeriformes","Scotocercidae (Bush Warblers and Allies)",82,7826,707664,TRUE,FALSE
"4704","Philippine Coucal",105747.2497,NA,NA,NA,"Centropus viridis","Cuculiformes","Cuculidae (Cuckoos)",6745,602219,54680467,TRUE,FALSE
"4705","Philippine Cuckoo-Dove",109013.5264,NA,NA,NA,"Macropygia tenuirostris","Columbiformes","Columbidae (Pigeons and Doves)",6865,667478,57252438,TRUE,FALSE
"4706","Philippine Drongo-Cuckoo",95899.31934,NA,NA,NA,"Surniculus velutinus","Cuculiformes","Cuculidae (Cuckoos)",1891,160542,16674575,TRUE,FALSE
"4707","Philippine Dwarf-Kingfisher",49185.46452,NA,NA,NA,"Ceyx melanurus","Coraciiformes","Alcedinidae (Kingfishers)",1108,106208,8686827,TRUE,FALSE
"4708","Philippine Fairy-bluebird",88456.08748,NA,NA,NA,"Irena cyanogastra","Passeriformes","Irenidae (Fairy-bluebirds)",1177,109124,9921962,TRUE,FALSE
"4709","Philippine Falconet",97977.87441,NA,NA,NA,"Microhierax erythrogenys","Falconiformes","Falconidae (Falcons and Caracaras)",1742,147877,13666816,TRUE,FALSE
"4710","Philippine Frogmouth",97241.06118,NA,NA,NA,"Batrachostomus septimus","Caprimulgiformes","Podargidae (Frogmouths)",3495,298300,27842957,TRUE,FALSE
"4711","Philippine Green-Pigeon",106250.8204,NA,NA,NA,"Treron axillaris","Columbiformes","Columbidae (Pigeons and Doves)",4785,450911,36565678,TRUE,FALSE
"4712","Philippine Hanging-Parrot",106896.9125,NA,NA,NA,"Loriculus philippensis","Psittaciformes","Psittaculidae (Old World Parrots)",6393,658114,60415073,TRUE,FALSE
"4713","Philippine Hawk-Cuckoo",102188.8649,NA,NA,NA,"Hierococcyx pectoralis","Cuculiformes","Cuculidae (Cuckoos)",2217,192428,17110974,TRUE,FALSE
"4714","Philippine Hawk-Eagle",44372.70726,NA,NA,NA,"Nisaetus philippensis","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",337,29330,2762284,TRUE,FALSE
"4715","Philippine Leaf Warbler",51586.51957,"X","X","X","Phylloscopus olivaceus","Passeriformes","Phylloscopidae (Leaf Warblers)",1820,164315,13651508,TRUE,FALSE
"4716","Philippine Magpie-Robin",106246.5057,NA,NA,NA,"Copsychus mindanensis","Passeriformes","Muscicapidae (Old World Flycatchers)",5983,500604,46542317,TRUE,FALSE
"4717","Philippine Nightjar",103875.8563,NA,NA,NA,"Caprimulgus manillensis","Caprimulgiformes","Caprimulgidae (Nightjars and Allies)",3589,284788,28662322,TRUE,FALSE
"4718","Philippine Oriole",54083.62579,"X","X","X","Oriolus steerii","Passeriformes","Oriolidae (Old World Orioles)",773,72239,7033241,TRUE,FALSE
"4719","Philippine Pied-Fantail",92407.99241,NA,NA,NA,"Rhipidura nigritorquis","Passeriformes","Rhipiduridae (Fantails)",19634,1831028,143424010,TRUE,FALSE
"4720","Philippine Scops-Owl",41073.44629,NA,NA,NA,"Otus megalotis","Strigiformes","Strigidae (Owls)",837,73640,6958268,TRUE,FALSE
"4721","Philippine Serpent-Eagle",106573.567,NA,NA,NA,"Spilornis holospilus","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",1948,162870,13124680,TRUE,FALSE
"4722","Philippine Spinetailed Swift",43496.5768,"X","X","X","Mearnsia picina","Caprimulgiformes","Apodidae (Swifts)",2235,200668,18757936,TRUE,FALSE
"4723","Philippine Swiftlet",98073.98255,NA,NA,NA,"Aerodramus mearnsi","Caprimulgiformes","Apodidae (Swifts)",20531,1951849,195242654,TRUE,FALSE
"4724","Philippine Trogon",81637.54404,NA,NA,NA,"Harpactes ardens","Trogoniformes","Trogonidae (Trogons)",1901,185457,17258405,TRUE,FALSE
"4725","Phoenix Petrel",8606368.472,NA,NA,NA,"Pterodroma alba","Procellariiformes","Procellariidae (Shearwaters and Petrels)",487,43124,3973000,FALSE,FALSE
"4726","Piapiac",1459172.621,NA,NA,NA,"Ptilostomus afer","Passeriformes","Corvidae (Crows, Jays, and Magpies)",35873,3344104,274344736,TRUE,FALSE
"4727","Picazuro Pigeon",2250676.805,NA,NA,NA,"Patagioenas picazuro","Columbiformes","Columbidae (Pigeons and Doves)",156548,13434741,1046178178,TRUE,FALSE
"4728","Pictorella Munia",502825.6392,NA,NA,NA,"Heteromunia pectoralis","Passeriformes","Estrildidae (Waxbills and Allies)",29014,2570328,233648520,TRUE,FALSE
"4729","Picui Ground-Dove",2214689.704,NA,NA,NA,"Columbina picui","Columbiformes","Columbidae (Pigeons and Doves)",165850,14614815,1102622034,TRUE,FALSE
"4730","Pied Avocet",3216179.28,NA,NA,NA,"Recurvirostra avosetta","Charadriiformes","Recurvirostridae (Stilts and Avocets)",426724,33287699,2529643418,TRUE,FALSE
"4731","Pied Barbet",1205933.795,NA,NA,NA,"Tricholaema leucomelas","Piciformes","Lybiidae (African Barbets)",16013,1323126,114955704,TRUE,FALSE
"4732","Pied Bushchat",2626915.407,NA,NA,NA,"Saxicola caprata","Passeriformes","Muscicapidae (Old World Flycatchers)",128517,11385991,1051658051,TRUE,FALSE
"4733","Pied Butcherbird",2450946.357,NA,NA,NA,"Cracticus nigrogularis","Passeriformes","Cracticidae (Bellmagpies and Allies)",51661,4524345,365424858,TRUE,FALSE
"4734","Pied Cormorant",1690824.755,NA,NA,NA,"Phalacrocorax varius","Suliformes","Phalacrocoracidae (Cormorants and Shags)",89927,7166312,633072480,TRUE,FALSE
"4735","Pied Coucal",15824.31747,"X","X","X","Centropus ateralbus","Cuculiformes","Cuculidae (Cuckoos)",2382,204646,18045394,TRUE,FALSE
"4736","Pied Crow",7546235.605,NA,NA,NA,"Corvus albus","Passeriformes","Corvidae (Crows, Jays, and Magpies)",257298,24543518,2234143028,TRUE,FALSE
"4737","Pied Cuckoo",472315.3995,NA,NA,NA,"Clamator jacobinus","Cuculiformes","Cuculidae (Cuckoos)",36137,3681225,329681804,TRUE,FALSE
"4738","Pied Cuckoo-Dove",17420.07148,NA,NA,NA,"Reinwardtoena browni","Columbiformes","Columbidae (Pigeons and Doves)",228,19817,1820474,TRUE,FALSE
"4739","Pied Cuckooshrike",55053.74882,"X","X","X","Coracina bicolor","Passeriformes","Campephagidae (Cuckooshrikes)",3458,316087,28374707,TRUE,FALSE
"4740","Pied Currawong",610075.3288,NA,NA,NA,"Strepera graculina","Passeriformes","Cracticidae (Bellmagpies and Allies)",34836,3017131,295499367,TRUE,FALSE
"4741","Pied Falconet",911466.6579,NA,NA,NA,"Microhierax melanoleucos","Falconiformes","Falconidae (Falcons and Caracaras)",4600,365899,33517614,TRUE,FALSE
"4742","Pied Goshawk",14463.78774,NA,NA,NA,"Accipiter albogularis","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",405,36671,3110396,TRUE,TRUE
"4743","Pied Harrier",15248.83144,"X","X","X","Circus melanoleucos","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",37967,3313304,285974666,TRUE,FALSE
"4744","Pied Honeyeater",1977641.692,NA,NA,NA,"Certhionyx variegatus","Passeriformes","Meliphagidae (Honeyeaters)",32795,2912856,235931326,TRUE,FALSE
"4745","Pied Imperial-Pigeon",241834.8251,NA,NA,NA,"Ducula bicolor","Columbiformes","Columbidae (Pigeons and Doves)",65978,5893644,536784079,TRUE,FALSE
"4746","Pied Kingfisher",9218498.544,NA,NA,NA,"Ceryle rudis","Coraciiformes","Alcedinidae (Kingfishers)",177276,17777106,1520602291,TRUE,FALSE
"4747","Pied Monarch",10722.29079,"X","X","X","Arses kaupi","Passeriformes","Monarchidae (Monarch Flycatchers)",31,2890,239935,TRUE,FALSE
"4748","Pied Oystercatcher",330192.6194,NA,NA,NA,"Haematopus longirostris","Charadriiformes","Haematopodidae (Oystercatchers)",45850,4044467,362741077,TRUE,FALSE
"4749","Pied Puffbird",1956641.451,NA,NA,NA,"Notharchus tectus","Galbuliformes","Bucconidae (Puffbirds)",14955,1291270,127521627,TRUE,FALSE
"4750","Pied Triller",586605.944,NA,NA,NA,"Lalage nigra","Passeriformes","Campephagidae (Cuckooshrikes)",29404,2562644,223637229,TRUE,FALSE
"4751","Pied Water-Tyrant",640318.0741,NA,NA,NA,"Fluvicola pica","Passeriformes","Tyrannidae (Tyrant Flycatchers)",27396,2324766,224469252,FALSE,FALSE
"4752","Pied-billed Grebe",5901773.085,NA,NA,NA,"Podilymbus podiceps","Podicipediformes","Podicipedidae (Grebes)",185454,17024025,1776296800,TRUE,FALSE
"4753","Pied-crested Tit-Tyrant",40043.44948,"X","X","X","Anairetes reguloides","Passeriformes","Tyrannidae (Tyrant Flycatchers)",3489,302907,28223146,TRUE,FALSE
"4754","Pied-winged Swallow",536895.0283,NA,NA,NA,"Hirundo leucosoma","Passeriformes","Hirundinidae (Swallows)",6005,545856,49239648,TRUE,FALSE
"4755","Pigeon Guillemot",371448.4661,NA,NA,NA,"Cepphus columba","Charadriiformes","Alcidae (Auks, Murres, and Puffins)",62542,6216984,507908444,FALSE,FALSE
"4756","Pileated Finch",1064999.127,NA,NA,NA,"Coryphospingus pileatus","Passeriformes","Thraupidae (Tanagers and Allies)",46503,4040654,390738440,TRUE,FALSE
"4757","Pileated Flycatcher",43539.12233,NA,NA,NA,"Xenotriccus mexicanus","Passeriformes","Tyrannidae (Tyrant Flycatchers)",298,25494,2201085,FALSE,FALSE
"4758","Pileated Parrot",281420.165,NA,NA,NA,"Pionopsitta pileata","Psittaciformes","Psittacidae (New World and African Parrots)",3309,329050,29778725,FALSE,FALSE
"4759","Pilotbird",94497.53219,NA,NA,NA,"Pycnoptilus floccosus","Passeriformes","Acanthizidae (Thornbills and Allies)",355,31465,2650845,FALSE,FALSE
"4760","Pin-striped Tit-Babbler",1161885.825,NA,NA,NA,"Mixornis gularis","Passeriformes","Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",38377,3202998,289721525,TRUE,FALSE
"4761","Pin-tailed Manakin",324617.4637,NA,NA,NA,"Ilicura militaris","Passeriformes","Pipridae (Manakins)",5539,472722,41733330,FALSE,FALSE
"4762","Pin-tailed Parrotfinch",612132.8296,NA,NA,NA,"Erythrura prasina","Passeriformes","Estrildidae (Waxbills and Allies)",4040,371177,31549757,TRUE,FALSE
"4763","Pin-tailed Pigeon",629441.5619,NA,NA,NA,"Treron apicauda","Columbiformes","Columbidae (Pigeons and Doves)",5451,569269,55126841,TRUE,FALSE
"4764","Pin-tailed Sandgrouse",642039.9329,NA,NA,NA,"Pterocles alchata","Pterocliformes","Pteroclidae (Sandgrouse)",39861,2913742,238968278,TRUE,FALSE
"4765","Pin-tailed Whydah",5082686.633,NA,NA,NA,"Vidua macroura","Passeriformes","Viduidae (Indigobirds)",101889,8817111,750333917,TRUE,FALSE
"4766","Pincoya Storm-Petrel",1210.239869,"2000","","","Oceanites pincoyae","Procellariiformes","Oceanitidae (Southern Storm-Petrels)",541,44943,4142914,FALSE,FALSE
"4767","Pine Bunting",195811.2847,NA,NA,NA,"Emberiza leucocephalos","Passeriformes","Emberizidae (Old World Buntings)",66113,5569516,485671981,TRUE,FALSE
"4768","Pine Flycatcher",185418.3158,NA,NA,NA,"Empidonax affinis","Passeriformes","Tyrannidae (Tyrant Flycatchers)",1643,136228,11254363,FALSE,FALSE
"4769","Pine Siskin",1905182.45,NA,NA,NA,"Spinus pinus","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",16689538,90433461,532063473,TRUE,TRUE
"4770","Pine Warbler",360936.6849,NA,NA,NA,"Setophaga pinus","Passeriformes","Parulidae (New World Warblers)",1661112,47057414,1350255253,FALSE,TRUE
"4771","Pink Pigeon",28.9793043,NA,NA,NA,"Nesoenas mayeri","Columbiformes","Columbidae (Pigeons and Doves)",1563,141068,12323535,TRUE,FALSE
"4772","Pink Robin",26277.02418,"X","X","X","Petroica rodinogaster","Passeriformes","Petroicidae (Australasian Robins)",2005,191030,16235013,FALSE,FALSE
"4773","Pink-backed Pelican",5459975.535,NA,NA,NA,"Pelecanus rufescens","Pelecaniformes","Pelecanidae (Pelicans)",65285,6400471,584591254,TRUE,FALSE
"4774","Pink-bellied Imperial-Pigeon",102831.6039,NA,NA,NA,"Ducula poliocephala","Columbiformes","Columbidae (Pigeons and Doves)",415,34040,3459287,TRUE,FALSE
"4775","Pink-billed Lark",435597.8978,NA,NA,NA,"Spizocorys conirostris","Passeriformes","Alaudidae (Larks)",3488,306783,26839434,TRUE,FALSE
"4776","Pink-billed Parrotfinch",1857.763251,"6250","2500","9999","Erythrura kleinschmidti","Passeriformes","Estrildidae (Waxbills and Allies)",20,1684,150038,TRUE,TRUE
"4777","Pink-breasted Lark",271696.5071,NA,NA,NA,"Calendulauda poecilosterna","Passeriformes","Alaudidae (Larks)",1411,140442,12336945,TRUE,FALSE
"4778","Pink-browed Rosefinch",97137.07319,NA,NA,NA,"Carpodacus rodochroa","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",6546,617989,54575348,TRUE,FALSE
"4779","Pink-eared Duck",562615.7472,NA,NA,NA,"Malacorhynchus membranaceus","Anseriformes","Anatidae (Ducks, Geese, and Waterfowl)",128692,9608592,686977556,TRUE,FALSE
"4780","Pink-footed Puffback",143758.982,NA,NA,NA,"Dryoscopus angolensis","Passeriformes","Malaconotidae (Bushshrikes and Allies)",2011,192224,18219419,TRUE,FALSE
"4781","Pink-footed Shearwater",5635294.889,NA,NA,NA,"Ardenna creatopus","Procellariiformes","Procellariidae (Shearwaters and Petrels)",93608,8502328,741053720,FALSE,FALSE
"4782","Pink-headed Fruit-Dove",10672.38458,"X","X","X","Ptilinopus porphyreus","Columbiformes","Columbidae (Pigeons and Doves)",1451,127084,10767739,TRUE,FALSE
"4783","Pink-headed Imperial-Pigeon",23565.8014,NA,NA,NA,"Ducula rosacea","Columbiformes","Columbidae (Pigeons and Doves)",2847,212942,19304417,TRUE,FALSE
"4784","Pink-legged Graveteiro",1424.533989,"6250","2500","9999","Acrobatornis fonsecai","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",14,1239,117525,TRUE,TRUE
"4785","Pink-necked Pigeon",872939.9944,NA,NA,NA,"Treron vernans","Columbiformes","Columbidae (Pigeons and Doves)",78159,6538547,520958809,TRUE,FALSE
"4786","Pink-rumped Rosefinch",333772.6371,NA,NA,NA,"Carpodacus waltoni","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",12607,1118688,105038609,TRUE,FALSE
"4787","Pink-spotted Fruit-Dove",259932.5704,NA,NA,NA,"Ptilinopus perlatus","Columbiformes","Columbidae (Pigeons and Doves)",3313,289866,28125725,TRUE,FALSE
"4788","Pink-throated Becard",2662542.324,NA,NA,NA,"Pachyramphus minor","Passeriformes","Tityridae (Tityras and Allies)",11876,1020296,96398749,TRUE,FALSE
"4789","Pink-throated Twinspot",60131.77446,NA,NA,NA,"Hypargos margaritatus","Passeriformes","Estrildidae (Waxbills and Allies)",1091,87182,8117298,TRUE,FALSE
"4790","Pinnated Bittern",873609.1715,NA,NA,NA,"Botaurus pinnatus","Pelecaniformes","Ardeidae (Herons, Egrets, and Bitterns)",2812,243446,21411013,FALSE,FALSE
"4791","Pinon's Imperial-Pigeon",245224.8338,NA,NA,NA,"Ducula pinon","Columbiformes","Columbidae (Pigeons and Doves)",8223,808053,70982645,TRUE,FALSE
"4792","Pinsker's Hawk-Eagle",51106.57783,NA,NA,NA,"Nisaetus pinskeri","Accipitriformes","Accipitridae (Hawks, Eagles, and Kites)",528,47985,3743319,TRUE,FALSE
"4793","Pinto's Spinetail",290.4181477,NA,NA,NA,"Synallaxis infuscata","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",61,5493,469242,TRUE,TRUE
"4794","Pinyon Jay",495771.7734,NA,NA,NA,"Gymnorhinus cyanocephalus","Passeriformes","Corvidae (Crows, Jays, and Magpies)",66083,954939,13867842,FALSE,TRUE
"4795","Piping Bellbird",59049.56867,NA,NA,NA,"Ornorectes cristatus","Passeriformes","Oreoicidae (Australo-Papuan Bellbirds)",663,65591,5865077,TRUE,FALSE
"4796","Piping Cisticola",1777735.07,NA,NA,NA,"Cisticola fulvicapilla","Passeriformes","Cisticolidae (Cisticolas and Allies)",12757,1257014,111938697,TRUE,FALSE
"4797","Piping Crow",40297.65328,"X","X","X","Corvus typicus","Passeriformes","Corvidae (Crows, Jays, and Magpies)",2649,233149,21333487,TRUE,FALSE
"4798","Piping Hornbill",313136.9949,NA,NA,NA,"Bycanistes fistulator","Bucerotiformes","Bucerotidae (Hornbills)",7461,666588,58518839,TRUE,FALSE
"4799","Pipipi",29725.03061,"X","X","X","Mohoua novaeseelandiae","Passeriformes","Mohouidae (Whiteheads)",7688,681308,54354674,FALSE,FALSE
"4800","Piratic Flycatcher",4187695.996,NA,NA,NA,"Legatus leucophaius","Passeriformes","Tyrannidae (Tyrant Flycatchers)",74660,7041615,627092238,TRUE,FALSE
"4801","Pirre Chlorospingus",583.2432826,NA,NA,NA,"Chlorospingus inornatus","Passeriformes","Passerellidae (New World Sparrows)",0,46,4054,TRUE,FALSE
"4802","Pitt Island Shag",4604.277385,"868","","","Phalacrocorax featherstoni","Suliformes","Phalacrocoracidae (Cormorants and Shags)",86,7741,632353,TRUE,FALSE
"4803","Pitta-like Ground-Roller",17725.02725,NA,NA,NA,"Atelornis pittoides","Coraciiformes","Brachypteraciidae (Ground-Rollers)",4329,397139,34953035,TRUE,FALSE
"4804","Piura Chat-Tyrant",7749.75468,"X","X","X","Ochthoeca piurae","Passeriformes","Tyrannidae (Tyrant Flycatchers)",7,625,53034,TRUE,FALSE
"4805","Plain Antvireo",1603497.024,NA,NA,NA,"Dysithamnus mentalis","Passeriformes","Thamnophilidae (Typical Antbirds)",37416,3578733,329113947,TRUE,FALSE
"4806","Plain Bush-hen",104701.3176,NA,NA,NA,"Amaurornis olivacea","Gruiformes","Rallidae (Rails, Gallinules, and Coots)",1391,124753,11466929,TRUE,FALSE
"4807","Plain Chachalaca",232905.6181,NA,NA,NA,"Ortalis vetula","Galliformes","Cracidae (Guans, Chachalacas, and Curassows)",27508,2243214,206555915,FALSE,FALSE
"4808","Plain Flowerpecker",1801301.471,NA,NA,NA,"Dicaeum minullum","Passeriformes","Dicaeidae (Flowerpeckers)",22497,1904325,176264953,TRUE,FALSE
"4809","Plain Gerygone",12817.49609,"X","X","X","Gerygone inornata","Passeriformes","Acanthizidae (Thornbills and Allies)",302,27977,2661264,TRUE,FALSE
"4810","Plain Greenbul",1352374.244,NA,NA,NA,"Eurillas curvirostris","Passeriformes","Pycnonotidae (Bulbuls)",8010,755544,68509380,TRUE,FALSE
"4811","Plain Honeyeater",177427.4197,NA,NA,NA,"Pycnopygius ixoides","Passeriformes","Meliphagidae (Honeyeaters)",1237,103028,9660351,TRUE,FALSE
"4812","Plain Martin",2709920.567,NA,NA,NA,"Riparia paludicola","Passeriformes","Hirundinidae (Swallows)",106533,9555548,711694500,TRUE,FALSE
"4813","Plain Mountain-Finch",1162687.57,NA,NA,NA,"Leucosticte nemoricola","Passeriformes","Fringillidae (Finches, Euphonias, and Allies)",46762,4043935,350266608,TRUE,FALSE
"4814","Plain Parakeet",111418.0942,NA,NA,NA,"Brotogeris tirica","Psittaciformes","Psittacidae (New World and African Parrots)",36772,3087760,289798156,FALSE,FALSE
"4815","Plain Pigeon",19666.96058,"2550","1000","4100","Patagioenas inornata","Columbiformes","Columbidae (Pigeons and Doves)",4802,434476,42554507,FALSE,TRUE
"4816","Plain Prinia",2858382.379,NA,NA,NA,"Prinia inornata","Passeriformes","Cisticolidae (Cisticolas and Allies)",106353,8909206,834404966,TRUE,FALSE
"4817","Plain Softtail",198680.2839,NA,NA,NA,"Thripophaga fusciceps","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",2906,298099,28481132,TRUE,FALSE
"4818","Plain Sunbird",410059.044,NA,NA,NA,"Anthreptes simplex","Passeriformes","Nectariniidae (Sunbirds and Spiderhunters)",9927,898604,82568563,TRUE,FALSE
"4819","Plain Swift",3198.280374,NA,NA,NA,"Apus unicolor","Caprimulgiformes","Apodidae (Swifts)",26930,2400081,200641891,TRUE,FALSE
"4820","Plain Tyrannulet",450391.4253,NA,NA,NA,"Inezia inornata","Passeriformes","Tyrannidae (Tyrant Flycatchers)",5416,507173,40485306,TRUE,FALSE
"4821","Plain Xenops",365069.2249,NA,NA,NA,"Xenops minutus","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",39944,3613605,305860915,FALSE,FALSE
"4822","Plain-backed Antpitta",33973.79362,"X","X","X","Grallaria haplonota","Passeriformes","Grallariidae (Antpittas)",474,41373,4069001,FALSE,FALSE
"4823","Plain-backed Pipit",3547904.186,NA,NA,NA,"Anthus leucophrys","Passeriformes","Motacillidae (Wagtails and Pipits)",12675,1261411,113731324,FALSE,FALSE
"4824","Plain-backed Sparrow",509604.2663,NA,NA,NA,"Passer flaveolus","Passeriformes","Passeridae (Old World Sparrows)",29668,2755997,230537897,TRUE,FALSE
"4825","Plain-bellied Emerald",124501.9118,NA,NA,NA,"Amazilia leucogaster","Caprimulgiformes","Trochilidae (Hummingbirds)",17420,1538146,131320559,TRUE,FALSE
"4826","Plain-breasted Ground-Dove",2722069.82,NA,NA,NA,"Columbina minuta","Columbiformes","Columbidae (Pigeons and Doves)",46656,4078022,348217440,TRUE,FALSE
"4827","Plain-breasted Piculet",22277.92101,"X","X","X","Picumnus castelnau","Piciformes","Picidae (Woodpeckers)",93,8345,701363,TRUE,FALSE
"4828","Plain-brown Woodcreeper",3275533.837,NA,NA,NA,"Dendrocincla fuliginosa","Passeriformes","Furnariidae (Ovenbirds and Woodcreepers)",16796,1603921,155353764,TRUE,FALSE
"4829","Plain-capped Ground-Tyrant",16591.96528,"X","X","X","Muscisaxicola alpinus","Passeriformes","Tyrannidae (Tyrant Flycatchers)",34,3093,274184,TRUE,FALSE
"4830","Plain-capped Starthroat",196251.084,NA,NA,NA,"Heliomaster constantii","Caprimulgiformes","Trochilidae (Hummingbirds)",10579,899100,69488599,FALSE,FALSE
"4831","Plain-colored Seedeater",309479.5357,NA,NA,NA,"Catamenia inornata","Passeriformes","Thraupidae (Tanagers and Allies)",13521,1286217,122081903,FALSE,FALSE
